20220529 21:55:56	4	4*4	player	computer	4to1
20220529 22:07:16	31	4*4	player	computer	3to9
20220529 22:10:41	20	4*4	computer	player	3to9
20220529 22:15:48	0	4*4	computer	player	4to1
20220529 22:15:51	3	4*4	computer	player	5to2
20220529 22:33:45	11	4*4	computer	player	2to11
20220529 22:36:17	14	4*4	computer	player	2to11
20220529 22:36:36	5	6*6	player	computer	3to3
