20220506 22:21:49,5,4*4,human,computer,2 to 4
20220506 22:29:52,30,4*4,computer,human,2 to 11
20220506 22:30:16,12,6*6,human,computer,Human gave up.
20220506 22:31:49,25,4*4,computer,human,2 to 11
20220506 22:32:08,10,6*6,human,computer,Human gave up.
